camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,grade,grade_date
41592595,CAFE REGULAR,Brooklyn,158,BERKELEY PLACE,11217,7187830673,Coffee/Tea,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,7,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.67531136837,-73.975625791658,306,39,015900,3019869,3009540037,BK37,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,2025-06-17T00:00:00.000
50170214,DUMPLING XI,Manhattan,71,4 AVENUE,10003,9178681881,Chinese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,35,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.731117495308,-73.990405930197,103,02,004200,1090229,1005557501,MN22,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,N,
50126705,5 BAR KARAOKE,Manhattan,38,WEST   32 STREET,10001,2125946644,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,19,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.747882202654,-73.987252796195,105,04,007600,1015806,1008330018,MN17,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",N,
50001986,HOOTERS,Queens,61-09,190 STREET,11365,7184542800,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,45,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.740969835709,-73.784640665441,408,23,134700,4444050,4071170004,QN41,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
50103273,NYC FITNESS CLUB,Brooklyn,4930,20 AVENUE,11204,7189753560,"Juice, Smoothies, Fruit Salads",2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,20,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.625598105361,-73.976562634743,312,44,046202,3129590,3054640081,BK46,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",,
41579887,UPSTATE CRAFT BEER & OYSTER BAR,Manhattan,95,1 AVENUE,10003,9176748956,Seafood,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,37,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.726239627638,-73.986282823155,103,02,003800,1006243,1004470028,MN22,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,,
50079558,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,3472915130,Donuts,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,7,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,2025-06-17T00:00:00.000
50073585,PUNTO ROJO,Queens,14716,HILLSIDE AVE,11435,7186571660,Spanish,2025-06-17T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Initial Inspection,40.70587471051,-73.809194076442,412,24,023800,4207081,4096920061,QN61,,,,
50073498,REGO BAGELS,Queens,9508,63RD DR,11374,7184596265,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Initial Inspection,40.729427351179,-73.862749427265,406,29,069300,4072127,4030820050,QN18,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",,
50074615,ALASKA LOUNGE,Queens,TERMINAL 7,CENTRAL,,2063925875,Sandwiches,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,13,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,0,0,,,,,4,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,2025-06-17T00:00:00.000
50130483,RESTAURANTE GUATEMALTECO EL PETEN,Brooklyn,7023,20 AVENUE,11204,4109721190,Spanish,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.613498219145,-73.988985794478,311,43,025800,3157436,3061740001,BK28,04K,Evidence of rats or live rats in establishment's food or non-food areas.,A,2025-06-17T00:00:00.000
50139197,BAGEL STREET,Manhattan,437,PARK AVENUE SOUTH,10016,9176757672,Bagels/Pretzels,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,60,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.744360166231,-73.983301760455,105,02,007200,1018293,1008850090,MN20,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",,
50130014,BELLY CAKE,Queens,3836,BELL BLVD,11361,7182250364,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,9,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.766041410596,-73.772288686179,411,19,112300,4137499,4062340045,QN46,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,2025-06-17T00:00:00.000
50076557,WON KBBQ (O2 BBQ),Queens,4553,BELL BLVD,11361,7182241253,Korean,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,66,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.758823417348,-73.768544963142,411,19,147100,4157339,4073310010,QN46,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",,
50143302,IRVING FARMS,Queens,JFK,INTERNATION AIRPORT,11430,7037237264,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,9,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,2025-06-17T00:00:00.000
41700337,SUNSHINE RESTAURANT,Queens,7310,NORTHERN BOULEVARD,11372,5167373878,Pakistani,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,61,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.754687183303,-73.893528971987,403,25,028900,4028633,4012460001,QN28,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",,
41700337,SUNSHINE RESTAURANT,Queens,7310,NORTHERN BOULEVARD,11372,5167373878,Pakistani,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,61,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.754687183303,-73.893528971987,403,25,028900,4028633,4012460001,QN28,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,,
41211257,LA ISLA RESTAURANT,Bronx,276B,EAST 149 STREET,10451,6463613985,Latin American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,18,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.81729898454,-73.922468439951,201,17,006500,,2,BX34,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",,
50125723,NANA'S,Queens,16426,CROSSBAY BLVD,11414,9179942454,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,11,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.650237954874,-73.837675803306,410,32,089200,4430528,4140860136,QN57,02B,Hot TCS food item not held at or above 140 °F.,A,2025-06-17T00:00:00.000
50069376,QINGDAO,Queens,4046,MAIN ST,11354,9292582233,Chinese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,56,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.758469213473,-73.829610589843,407,20,087100,4114146,4050370061,QN22,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50009366,GO BELIEVE BAKERY,Manhattan,239,GRAND STREET,10002,2127750102,Chinese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,55,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.718368327902,-73.994581599969,103,01,001600,1003931,1003040016,MN27,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",,
50080523,LOPEZ FAMILY MARKET,Brooklyn,173,PARK AVENUE,11205,3472518821,Spanish,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,13,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.696201096884,-73.972325616358,302,35,021100,3058034,3020320060,BK68,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",A,2025-06-17T00:00:00.000
50163595,REGO SLICE PIZZERIA,Queens,9321,63RD DR,11374,7182551094,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,11,2025-06-29T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.728204151385,-73.863560147324,406,30,069300,4072416,4030930030,QN18,09B,Thawing procedure improper.,A,2025-06-17T00:00:00.000
50144714,AYA SUSHI,Manhattan,314,WEST   39 STREET,10018,9172992122,Japanese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,9,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.755614614635,-73.991893104203,104,03,011500,1013648,1007620048,MN15,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-17T00:00:00.000
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230,7186767781,Jewish/Kosher,2025-06-17T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,75,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.619372470482,-73.964162846845,312,44,045400,3171991,3065460014,BK46,02B,Hot TCS food item not held at or above 140 °F.,,
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230,7186767781,Jewish/Kosher,2025-06-17T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,75,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.619372470482,-73.964162846845,312,44,045400,3171991,3065460014,BK46,04L,Evidence of mice or live mice in establishment's food or non-food areas.,,
50124438,TIPSY SHANGHAI,Manhattan,594,3 AVENUE,10016,2124666488,Chinese,2025-06-17T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,78,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.748698335692,-73.975981402783,106,04,008000,1019147,1008940048,MN20,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,,
40547933,ROMA VIEW CATERING,Queens,160-05,CROSS BAY BOULEVARD,11414,5163154282,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,19,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.657195637346,-73.839377984047,410,32,089200,4295535,4141830112,QN57,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Z,2025-06-17T00:00:00.000
50162908,L & L HAWAIIN BARBECUE,Brooklyn,902,BROADWAY,11206,8082254221,Hawaiian,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,47,2025-06-29T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.697897069907,-73.936906992479,303,36,028700,3042866,3015820022,BK35,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Z,2025-06-17T00:00:00.000
50062657,PERIZIA KOSHER PIZZA,Brooklyn,1626,EAST   16 STREET,11229,7185134900,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,26,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.609906196071,-73.957566263928,315,48,055200,3182429,3067780015,BK44,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
41660862,SOCARRAT EAST,Manhattan,953,2 AVENUE,10022,2127590101,Spanish,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Initial Inspection,40.75521252878,-73.968287285692,106,04,009800,1038442,1013240026,MN19,20-06,Current letter grade or Grade Pending card not posted,,
41653485,L' ANGE NOIR CAFE,Brooklyn,247,VARET STREET,11206,7187101188,French,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Initial Inspection,40.704041122033,-73.934250245711,301,34,048500,3071544,3031100032,BK78,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",,
40402007,GRAND AVENUE PIZZA,Queens,3424,30 AVENUE,11103,7187288879,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,27,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.765634692816,-73.918738285351,401,22,006300,4009091,4006260049,QN70,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",,
50153957,WE NOODLE,Manhattan,134,EAST   27 STREET,10016,9298237656,Chinese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,17,2025-06-29T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.741944694694,-73.982757448696,106,02,006800,1018152,1008820061,MN21,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Z,2025-06-17T00:00:00.000
50139197,BAGEL STREET,Manhattan,437,PARK AVENUE SOUTH,10016,9176757672,Bagels/Pretzels,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,60,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.744360166231,-73.983301760455,105,02,007200,1018293,1008850090,MN20,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50163595,REGO SLICE PIZZERIA,Queens,9321,63RD DR,11374,7182551094,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Re-inspection,40.728204151385,-73.863560147324,406,30,069300,4072416,4030930030,QN18,20-08,Failure to post or conspicuously post healthy eating information,,
50159730,8 BIT BITES,Brooklyn,967,BEDFORD AVENUE,11205,9176456213,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,13,2025-06-29T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.691257943535,-73.955473303817,303,33,024100,3048932,3017620001,BK75,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,2025-06-17T00:00:00.000
50113170,DUE FRATELLI FOREST HILLS,Queens,10116,QUEENS BLVD,11375,7189977111,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.726378638122,-73.85228561381,406,29,071305,4075147,4031710028,QN17,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,2025-06-17T00:00:00.000
50008317,EL PATRON RESTAURANT & LOUNGE,Staten Island,520,BAY STREET,10304,3478617065,Mexican,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,20,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.629255638802,-74.076606149819,501,49,002100,5013430,5005120001,SI37,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,,
41028321,D'ANGELO'S PIZZA,Bronx,902,EAST GUN HILL ROAD,10469,7183256448,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.875395632741,-73.860244805617,212,12,037000,2057135,2046350022,BX44,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-17T00:00:00.000
50166826,SHAXIAN DELICACIES,Queens,13521,40TH RD,11354,9292007099,Chinese,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Initial Inspection,40.758862483838,-73.830129371732,407,20,087100,4114128,4050360048,QN22,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",,
50163595,REGO SLICE PIZZERIA,Queens,9321,63RD DR,11374,7182551094,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,,2025-06-29T06:00:14.000,Administrative Miscellaneous / Re-inspection,40.728204151385,-73.863560147324,406,30,069300,4072416,4030930030,QN18,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",,
50138329,MA BROOKLYN THAI-GER,Brooklyn,747,FULTON STREET,11217,9172019836,Thai,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,36,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.686449481308,-73.974770753891,302,35,003500,3255888,3021167501,BK68,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50104980,5 STAR PIZZA,Bronx,295,EAST GUN HILL ROAD,10467,3478437342,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,33,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.879186211627,-73.874622131045,207,11,043100,2018623,2033560001,BX43,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Z,2025-06-17T00:00:00.000
50091009,LOT'S O BAGELS,Queens,3005,BROADWAY,11106,7182677777,Bagels/Pretzels,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,7,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.762282787139,-73.926034279227,401,22,006100,4007570,4005890106,QN70,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,2025-06-17T00:00:00.000
50123964,MOGE TEA,Queens,4319,BELL BLVD,11361,3478368831,Coffee/Tea,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,42,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.761246899476,-73.76983603731,411,19,146700,4138359,4063000010,QN46,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",,
50147456,OSU-R.E GRILL,Bronx,1344,EAST GUN HILL ROAD,10469,9149245624,African,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,25,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.870726151614,-73.846775106931,211,12,035000,2056115,2045900001,BX31,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
50062657,PERIZIA KOSHER PIZZA,Brooklyn,1626,EAST   16 STREET,11229,7185134900,Pizza,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,26,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.609906196071,-73.957566263928,315,48,055200,3182429,3067780015,BK44,02B,Hot TCS food item not held at or above 140 °F.,,
50171048,LUCID CAFE,Manhattan,311,LEXINGTON AVENUE,10016,2128673490,Coffee/Tea,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,31,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.748775589435,-73.977977212542,106,04,008000,1019107,1008930064,MN20,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,
50161671,KENNEDY CHICKEN AND BURGER,Bronx,1217,EAST  233 STREET,10466,6463630405,Chicken,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,21,2025-06-29T06:00:14.000,Pre-permit (Operational) / Compliance Inspection,40.888582822913,-73.842324990098,212,12,042600,2129228,2049540074,BX62,02C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,,
50046726,CHIRPING CHICKEN,Manhattan,72,GRAND CENTRAL TERMINAL,10017,6464765397,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.752486367873,-73.977268555955,105,04,009200,1035381,1012800001,MN19,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-17T00:00:00.000
41211257,LA ISLA RESTAURANT,Bronx,276B,EAST 149 STREET,10451,6463613985,Latin American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,18,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.81729898454,-73.922468439951,201,17,006500,,2,BX34,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",,
50074615,ALASKA LOUNGE,Queens,TERMINAL 7,CENTRAL,,2063925875,Sandwiches,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,13,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,0,0,,,,,4,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-17T00:00:00.000
40609590,MORNINGSTAR RESTAURANT,Manhattan,949,2 AVENUE,10022,2125881050,American,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,28,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.755113736371,-73.968355912545,106,04,009800,1038459,1013240124,MN19,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",,
50139197,BAGEL STREET,Manhattan,437,PARK AVENUE SOUTH,10016,9176757672,Bagels/Pretzels,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,60,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.744360166231,-73.983301760455,105,02,007200,1018293,1008850090,MN20,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,,
41682323,DUNKIN',Brooklyn,4912,FORT HAMILTON PARKWAY,11219,3474924294,Donuts,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,14,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.638259421471,-73.997834531309,312,44,011400,3137606,3056390014,BK88,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",,
50161671,KENNEDY CHICKEN AND BURGER,Bronx,1217,EAST  233 STREET,10466,6463630405,Chicken,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,21,2025-06-29T06:00:14.000,Pre-permit (Operational) / Compliance Inspection,40.888582822913,-73.842324990098,212,12,042600,2129228,2049540074,BX62,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",,
41612730,PAPA YE RESTAURANT,Bronx,196,MCCLELLAN STREET,10456,7186813240,African,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,25,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.832644305218,-73.917756321238,204,16,018102,2002742,2024560075,BX14,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50147456,OSU-R.E GRILL,Bronx,1344,EAST GUN HILL ROAD,10469,9149245624,African,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,25,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.870726151614,-73.846775106931,211,12,035000,2056115,2045900001,BX31,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",,
50169439,LIOPO PICA POLLO,Bronx,744,EAST TREMONT AVENUE,10457,3475005636,Mexican,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,18,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.844623404253,-73.889560506382,206,17,036901,2009996,2029510054,BX17,02B,Hot TCS food item not held at or above 140 °F.,N,
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230,7186767781,Jewish/Kosher,2025-06-17T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,75,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.619372470482,-73.964162846845,312,44,045400,3171991,3065460014,BK46,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",,
50079558,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,3472915130,Donuts,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,7,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-17T00:00:00.000
41700337,SUNSHINE RESTAURANT,Queens,7310,NORTHERN BOULEVARD,11372,5167373878,Pakistani,2025-06-17T00:00:00.000,Violations were cited in the following area(s).,Critical,61,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.754687183303,-73.893528971987,403,25,028900,4028633,4012460001,QN28,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
